霉	黴	mildew (n.)										1714	1860	deck:current tag:RSH is:suspended (hanzi:霉 or keyword:"p.a drop of" or keyword:"rain" or keyword:"mother" or keyword:"every" or keyword:"woman" or keyword:"p.reclining")	15	RSH RSH2 RSH2-18 Traditional
迄		so far										1715	1861	deck:current tag:RSH is:suspended (hanzi:迄 or keyword:"second" or keyword:"p.reclining" or keyword:"p.road" or keyword:"beg")	6	RSH RSH2 RSH2-18 SameSimpTrad
砍		chop (v.)										1716	1862	deck:current tag:RSH is:suspended (hanzi:砍 or keyword:"person" or keyword:"lack (v.)" or keyword:"stone" or keyword:"factory" or keyword:"mouth")	9	RSH RSH2 RSH2-18 SameSimpTrad
坎		hump (n.)										1717	1863	deck:current tag:RSH is:suspended (hanzi:坎 or keyword:"lack (v.)" or keyword:"person" or keyword:"soil")	7	RSH RSH2 RSH2-18 SameSimpTrad
炊		cook (v.)										1718	1864	deck:current tag:RSH is:suspended (hanzi:炊 or keyword:"lack (v.)" or keyword:"fire" or keyword:"person")	8	RSH RSH2 RSH2-18 SameSimpTrad
钦	欽	think highly of										1719	1865	deck:current tag:RSH is:suspended (hanzi:钦 or keyword:"lack (v.)" or keyword:"p.a drop of" or keyword:"king" or keyword:"gold" or keyword:"person" or keyword:"p.umbrella")	9	RSH RSH2 RSH2-18 Traditional
剖		cut open										1720	1866	deck:current tag:RSH is:suspended (hanzi:剖 or keyword:"sword" or keyword:"standing up" or keyword:"p.muzzle" or keyword:"mouth")	10	RSH RSH2 RSH2-19 SameSimpTrad
菩		bodhisattva										1721	1867	deck:current tag:RSH is:suspended (hanzi:菩 or keyword:"p.flower" or keyword:"standing up" or keyword:"p.muzzle" or keyword:"mouth")	11	RSH RSH2 RSH2-19 SameSimpTrad
黯		tenebrous										1722	1868	deck:current tag:RSH is:suspended (hanzi:黯 or keyword:"day" or keyword:"fire" or keyword:"li" or keyword:"p.horns" or keyword:"black" or keyword:"rice field" or keyword:"sound" or keyword:"standing up" or keyword:"soil")	21	RSH RSH2 RSH2-19 SameSimpTrad
赢	贏	win (v.)										1723	1869	deck:current tag:RSH is:suspended (hanzi:赢 or keyword:"deceased" or keyword:"ordinary" or keyword:"mouth" or keyword:"p.a drop of" or keyword:"how many?" or keyword:"p.animal legs" or keyword:"month" or keyword:"eye" or keyword:"second" or keyword:"p.top hat" or keyword:"shellfish")	17	RSH RSH2 RSH2-19 Traditional
芒		mango										1724	1870	deck:current tag:RSH is:suspended (hanzi:芒 or keyword:"p.flower" or keyword:"deceased" or keyword:"second" or keyword:"p.top hat")	6	RSH RSH2 RSH2-19 SameSimpTrad
荒		wasteland										1725	1871	deck:current tag:RSH is:suspended (hanzi:荒 or keyword:"p.flower" or keyword:"deceased" or keyword:"mango" or keyword:"second" or keyword:"p.top hat" or keyword:"stream")	9	RSH RSH2 RSH2-19 SameSimpTrad
谎	謊	lie (n.)										1726	1872	deck:current tag:RSH is:suspended (hanzi:谎 or keyword:"p.flower" or keyword:"say" or keyword:"mouth" or keyword:"one" or keyword:"mango" or keyword:"two" or keyword:"wasteland" or keyword:"second" or keyword:"p.top hat" or keyword:"stream" or keyword:"deceased")	11	RSH RSH2 RSH2-19 Traditional
茫		boundless										1727	1873	deck:current tag:RSH is:suspended (hanzi:茫 or keyword:"p.flower" or keyword:"deceased" or keyword:"mango" or keyword:"water" or keyword:"second" or keyword:"p.top hat")	9	RSH RSH2 RSH2-19 SameSimpTrad
坊		workshop										1728	1874	deck:current tag:RSH is:suspended (hanzi:坊 or keyword:"direction" or keyword:"p.top hat" or keyword:"soil" or keyword:"sword")	7	RSH RSH2 RSH2-19 SameSimpTrad
芳		aromatic										1729	1875	deck:current tag:RSH is:suspended (hanzi:芳 or keyword:"direction" or keyword:"p.top hat" or keyword:"p.flower" or keyword:"sword")	7	RSH RSH2 RSH2-19 SameSimpTrad
访	訪	call on										1730	1876	deck:current tag:RSH is:suspended (hanzi:访 or keyword:"say" or keyword:"mouth" or keyword:"one" or keyword:"two" or keyword:"sword" or keyword:"direction" or keyword:"p.top hat")	6	RSH RSH2 RSH2-19 Traditional
淤		silt										1731	1877	deck:current tag:RSH is:suspended (hanzi:淤 or keyword:"sword" or keyword:"p.ice" or keyword:"water" or keyword:"direction" or keyword:"p.top hat" or keyword:"p.umbrella")	11	RSH RSH2 RSH2-19 SameSimpTrad
熬		stew (v.)										1732	1878	deck:current tag:RSH is:suspended (hanzi:熬 or keyword:"sword" or keyword:"fire" or keyword:"direction" or keyword:"p.top hat" or keyword:"p.taskmaster" or keyword:"soil" or keyword:"release")	15	RSH RSH2 RSH2-19 SameSimpTrad
p.旁		p.magellan										v2p60	1879		10	Primitive RSH RSH2 RSH2-19
膀		upper arm										1733	1880	deck:current tag:RSH is:suspended (hanzi:膀 or keyword:"side" or keyword:"sword" or keyword:"month" or keyword:"standing up" or keyword:"p.crown" or keyword:"direction" or keyword:"p.magellan" or keyword:"p.top hat")	14	RSH RSH2 RSH2-19 SameSimpTrad
磅		pound (n.) (weight)										1734	1881	deck:current tag:RSH is:suspended (hanzi:磅 or keyword:"side" or keyword:"sword" or keyword:"mouth" or keyword:"factory" or keyword:"standing up" or keyword:"p.crown" or keyword:"direction" or keyword:"stone" or keyword:"p.magellan" or keyword:"p.top hat")	15	RSH RSH2 RSH2-19 SameSimpTrad
榜		roster										1735	1882	deck:current tag:RSH is:suspended (hanzi:榜 or keyword:"side" or keyword:"sword" or keyword:"tree" or keyword:"standing up" or keyword:"p.crown" or keyword:"direction" or keyword:"p.magellan" or keyword:"p.top hat")	14	RSH RSH2 RSH2-19 SameSimpTrad
锐	銳	sharp										1736	1883	deck:current tag:RSH is:suspended (hanzi:锐 or keyword:"convert" or keyword:"mouth" or keyword:"elder brother" or keyword:"p.a drop of" or keyword:"king" or keyword:"p.horns" or keyword:"gold" or keyword:"youngster" or keyword:"p.umbrella")	12	RSH RSH2 RSH2-19 Traditional
虹		rainbow										1737	1884	deck:current tag:RSH is:suspended (hanzi:虹 or keyword:"insect" or keyword:"work (n.)")	9	RSH RSH2 RSH2-20 SameSimpTrad
蝠		bat (n.) (animal)										1738	1885	deck:current tag:RSH is:suspended (hanzi:蝠 or keyword:"p.wealth" or keyword:"insect" or keyword:"mouth" or keyword:"rice field" or keyword:"one")	15	RSH RSH2 RSH2-20 SameSimpTrad
浊	濁	turbid										1739	1886	deck:current tag:RSH is:suspended (hanzi:浊 or keyword:"insect" or keyword:"water")	9	RSH RSH2 RSH2-20 Traditional
蝗		locust										1740	1887	deck:current tag:RSH is:suspended (hanzi:蝗 or keyword:"day" or keyword:"emperor" or keyword:"p.a drop of" or keyword:"insect" or keyword:"white" or keyword:"king")	15	RSH RSH2 RSH2-20 SameSimpTrad
蛙		frog										1741	1888	deck:current tag:RSH is:suspended (hanzi:蛙 or keyword:"insect" or keyword:"p.bricks" or keyword:"soil")	12	RSH RSH2 RSH2-20 SameSimpTrad
烛	燭	candle										1742	1889	deck:current tag:RSH is:suspended (hanzi:烛 or keyword:"fire" or keyword:"insect")	10	RSH RSH2 RSH2-20 Traditional
茧	繭	cocoon										1743	1890	deck:current tag:RSH is:suspended (hanzi:茧 or keyword:"p.flower" or keyword:"insect")	9	RSH RSH2 RSH2-20 Traditional
蚕	蠶	silkworm										1744	1891	deck:current tag:RSH is:suspended (hanzi:蚕 or keyword:"heavens" or keyword:"one" or keyword:"insect" or keyword:"large")	10	RSH RSH2 RSH2-20 Traditional
胞		placenta										1745	1892	deck:current tag:RSH is:suspended (hanzi:胞 or keyword:"p.bound up" or keyword:"month" or keyword:"already" or keyword:"wrap (v.)")	9	RSH RSH2 RSH2-20 SameSimpTrad
炮		cannon										1746	1893	deck:current tag:RSH is:suspended (hanzi:炮 or keyword:"p.bound up" or keyword:"fire" or keyword:"already" or keyword:"wrap (v.)")	9	RSH RSH2 RSH2-20 SameSimpTrad
袍		robe (n.)										1747	1894	deck:current tag:RSH is:suspended (hanzi:袍 or keyword:"p.bound up" or keyword:"p.top hat" or keyword:"clothing" or keyword:"already" or keyword:"wrap (v.)")	10	RSH RSH2 RSH2-20 SameSimpTrad
雹		hail (n.)										1748	1895	deck:current tag:RSH is:suspended (hanzi:雹 or keyword:"p.bound up" or keyword:"rain" or keyword:"already" or keyword:"wrap (v.)")	13	RSH RSH2 RSH2-20 SameSimpTrad
豪		unrestrained										1749	1896	deck:current tag:RSH is:suspended (hanzi:豪 or keyword:"tall" or keyword:"mouth" or keyword:"p.hood" or keyword:"p.sow" or keyword:"p.top hat")	14	RSH RSH2 RSH2-20 SameSimpTrad
p.豖		p.hog-tied										v2p64	1897		8	Primitive RSH RSH2 RSH2-20
啄		peck (v.)										1750	1898	deck:current tag:RSH is:suspended (hanzi:啄 or keyword:"mouth" or keyword:"p.sow" or keyword:"p.hog-tied")	11	RSH RSH2 RSH2-20 SameSimpTrad
琢		chisel (v.)										1751	1899	deck:current tag:RSH is:suspended (hanzi:琢 or keyword:"king" or keyword:"p.sow" or keyword:"p.hog-tied")	12	RSH RSH2 RSH2-20 SameSimpTrad
遂		satisfy										1752	1900	deck:current tag:RSH is:suspended (hanzi:遂 or keyword:"p.sow" or keyword:"p.road" or keyword:"p.horns")	12	RSH RSH2 RSH2-20 SameSimpTrad
p.家		p.flophouse										v2p64	1901		10	Primitive RSH RSH2 RSH2-20
嫁		marry										1753	1902	deck:current tag:RSH is:suspended (hanzi:嫁 or keyword:"p.house" or keyword:"woman" or keyword:"house" or keyword:"p.sow" or keyword:"p.flophouse")	13	RSH RSH2 RSH2-20 SameSimpTrad
肠	腸	intestines										1754	1903	deck:current tag:RSH is:suspended (hanzi:肠 or keyword:"month" or keyword:"p.sow" or keyword:"p.piglets")	7	RSH RSH2 RSH2-20 Traditional
杨	楊	poplar										1755	1904	deck:current tag:RSH is:suspended (hanzi:杨 or keyword:"tree" or keyword:"p.sow" or keyword:"p.piglets")	7	RSH RSH2 RSH2-20 Traditional
烫	燙	scald										1756	1905	deck:current tag:RSH is:suspended (hanzi:烫 or keyword:"p.sow" or keyword:"fire" or keyword:"p.piglets" or keyword:"soup" or keyword:"water")	16	RSH RSH2 RSH2-20 Traditional
荡	盪	licentious										1757	1906	deck:current tag:RSH is:suspended (hanzi:荡 or keyword:"p.flower" or keyword:"p.sow" or keyword:"p.piglets" or keyword:"soup" or keyword:"water")	9	RSH RSH2 RSH2-20 Traditional
姜		ginger (n.)										1758	1907	deck:current tag:RSH is:suspended (hanzi:姜 or keyword:"woman" or keyword:"sheep" or keyword:"p.horns")	9	RSH RSH2 RSH2-20 SameSimpTrad
详	詳	detailed										1759	1908	deck:current tag:RSH is:suspended (hanzi:详 or keyword:"say" or keyword:"mouth" or keyword:"one" or keyword:"sheep" or keyword:"two" or keyword:"p.horns" or keyword:"p.top hat")	8	RSH RSH2 RSH2-20 Traditional
羡	羨	envy (v.)										1760	1909	deck:current tag:RSH is:suspended (hanzi:羡 or keyword:"next" or keyword:"lack (v.)" or keyword:"p.ice" or keyword:"sheep" or keyword:"p.horns" or keyword:"water" or keyword:"person")	12	RSH RSH2 RSH2-20 Traditional
栏	欄	railing										1761	1910	deck:current tag:RSH is:suspended (hanzi:栏 or keyword:"tree" or keyword:"sheep" or keyword:"p.horns" or keyword:"orchid")	9	RSH RSH2 RSH2-20 Traditional
拦	攔	impede										1762	1911	deck:current tag:RSH is:suspended (hanzi:拦 or keyword:"orchid" or keyword:"hand" or keyword:"sheep" or keyword:"p.fingers" or keyword:"p.horns")	8	RSH RSH2 RSH2-20 Traditional
唯		solely										1763	1912	deck:current tag:RSH is:suspended (hanzi:唯 or keyword:"p.turkey" or keyword:"mouth")	11	RSH RSH2 RSH2-20 SameSimpTrad
雀		sparrow										1764	1913	deck:current tag:RSH is:suspended (hanzi:雀 or keyword:"few" or keyword:"p.turkey" or keyword:"p.a drop of" or keyword:"small")	11	RSH RSH2 RSH2-20 SameSimpTrad
堆		pile (n./v.)										1765	1914	deck:current tag:RSH is:suspended (hanzi:堆 or keyword:"p.turkey" or keyword:"soil")	11	RSH RSH2 RSH2-20 SameSimpTrad
雕		sculpture										1766	1915	deck:current tag:RSH is:suspended (hanzi:雕 or keyword:"p.turkey" or keyword:"mouth" or keyword:"circumference" or keyword:"p.hood" or keyword:"p.lidded crock" or keyword:"soil")	16	RSH RSH2 RSH2-20 SameSimpTrad
截		lop off										1767	1916	deck:current tag:RSH is:suspended (hanzi:截 or keyword:"p.thanksgiving" or keyword:"halberd" or keyword:"p.arrow" or keyword:"p.turkey" or keyword:"soil")	14	RSH RSH2 RSH2-20 SameSimpTrad
霍		all at once										1768	1917	deck:current tag:RSH is:suspended (hanzi:霍 or keyword:"p.turkey" or keyword:"rain")	16	RSH RSH2 RSH2-20 SameSimpTrad
雌		feminine										1769	1918	deck:current tag:RSH is:suspended (hanzi:雌 or keyword:"p.turkey" or keyword:"stop (v.)" or keyword:"ancient spoon" or keyword:"this (literary)")	14	RSH RSH2 RSH2-20 SameSimpTrad
焦		apprehensive										1770	1919	deck:current tag:RSH is:suspended (hanzi:焦 or keyword:"p.turkey" or keyword:"fire")	12	RSH RSH2 RSH2-20 SameSimpTrad
瞧		lay eyes on										1771	1920	deck:current tag:RSH is:suspended (hanzi:瞧 or keyword:"p.turkey" or keyword:"fire" or keyword:"apprehensive" or keyword:"eye")	17	RSH RSH2 RSH2-20 SameSimpTrad
礁		reef										1772	1921	deck:current tag:RSH is:suspended (hanzi:礁 or keyword:"p.turkey" or keyword:"mouth" or keyword:"factory" or keyword:"apprehensive" or keyword:"fire" or keyword:"stone")	17	RSH RSH2 RSH2-20 SameSimpTrad
蕉		banana										1773	1922	deck:current tag:RSH is:suspended (hanzi:蕉 or keyword:"p.flower" or keyword:"p.turkey" or keyword:"fire" or keyword:"apprehensive")	15	RSH RSH2 RSH2-20 SameSimpTrad
翘	翹	turn upward										1774	1923	deck:current tag:RSH is:suspended (hanzi:翘 or keyword:"halberd" or keyword:"p.arrow" or keyword:"feathers" or keyword:"youngster" or keyword:"yao")	12	RSH RSH2 RSH2-20 Traditional
塌		fall down										1775	1924	deck:current tag:RSH is:suspended (hanzi:塌 or keyword:"feathers" or keyword:"day" or keyword:"soil")	13	RSH RSH2 RSH2-20 SameSimpTrad
翰		writing brush										1776	1925	deck:current tag:RSH is:suspended (hanzi:翰 or keyword:"ten" or keyword:"day" or keyword:"p.mist" or keyword:"early" or keyword:"feathers" or keyword:"p.umbrella")	16	RSH RSH2 RSH2-20 SameSimpTrad
p.翟		p.headdress											1926		14	Primitive RSH RSH2 RSH2-20
耀		show off (v.)										1777	1927	deck:current tag:RSH is:suspended (hanzi:耀 or keyword:"p.turkey" or keyword:"p.a drop of" or keyword:"p.headdress" or keyword:"ray" or keyword:"small" or keyword:"feathers" or keyword:"youngster")	20	RSH RSH2 RSH2-20 SameSimpTrad
戳		jab (v.)										1778	1928	deck:current tag:RSH is:suspended (hanzi:戳 or keyword:"p.turkey" or keyword:"halberd" or keyword:"p.arrow" or keyword:"feathers" or keyword:"p.headdress")	18	RSH RSH2 RSH2-20 SameSimpTrad
p.因		p.dog kennel										v2p69	1929		6	Primitive RSH RSH2 RSH2-20
咽		throat										1779	1930	deck:current tag:RSH is:suspended (hanzi:咽 or keyword:"p.dog kennel" or keyword:"mouth" or keyword:"large" or keyword:"p.pent in" or keyword:"cause (n.)")	9	RSH RSH2 RSH2-21 SameSimpTrad
姻		in-law (adj.)										1780	1931	deck:current tag:RSH is:suspended (hanzi:姻 or keyword:"p.dog kennel" or keyword:"woman" or keyword:"large" or keyword:"p.pent in" or keyword:"cause (n.)")	9	RSH RSH2 RSH2-21 SameSimpTrad
墙	牆	wall										1781	1932	deck:current tag:RSH is:suspended (hanzi:墙 or keyword:"mouth" or keyword:"p.pent in" or keyword:"p.horns" or keyword:"soil" or keyword:"return (v.)")	14	RSH RSH2 RSH2-21 Traditional
旷	曠	expansive										1782	1933	deck:current tag:RSH is:suspended (hanzi:旷 or keyword:"p.house" or keyword:"factory" or keyword:"day" or keyword:"extensive")	7	RSH RSH2 RSH2-21 Traditional
矿	礦	mine (n.)										1783	1934	deck:current tag:RSH is:suspended (hanzi:矿 or keyword:"p.house" or keyword:"stone" or keyword:"factory" or keyword:"mouth" or keyword:"extensive")	8	RSH RSH2 RSH2-21 Traditional
庆	慶	celebrate										1784	1935	deck:current tag:RSH is:suspended (hanzi:庆 or keyword:"p.house" or keyword:"factory" or keyword:"large" or keyword:"extensive")	6	RSH RSH2 RSH2-21 Traditional
嘛		(pause marker)										1785	1936	deck:current tag:RSH is:suspended (hanzi:嘛 or keyword:"mouth" or keyword:"factory" or keyword:"tree" or keyword:"woods" or keyword:"p.house" or keyword:"hemp" or keyword:"extensive")	14	RSH RSH2 RSH2-21 SameSimpTrad
磨		grind (v.)										1786	1937	deck:current tag:RSH is:suspended (hanzi:磨 or keyword:"mouth" or keyword:"factory" or keyword:"tree" or keyword:"stone" or keyword:"woods" or keyword:"p.house" or keyword:"hemp" or keyword:"extensive")	16	RSH RSH2 RSH2-21 SameSimpTrad
脏	臟	dirty										1787	1938	deck:current tag:RSH is:suspended (hanzi:脏 or keyword:"factory" or keyword:"hamlet" or keyword:"month" or keyword:"extensive" or keyword:"p.house" or keyword:"soil")	10	RSH RSH2 RSH2-21 Traditional
赃	贓	stolen goods										1788	1939	deck:current tag:RSH is:suspended (hanzi:赃 or keyword:"factory" or keyword:"hamlet" or keyword:"p.animal legs" or keyword:"eye" or keyword:"soil" or keyword:"p.house" or keyword:"shellfish" or keyword:"extensive")	10	RSH RSH2 RSH2-21 Traditional
桩	樁	stake (n.)										1789	1940	deck:current tag:RSH is:suspended (hanzi:桩 or keyword:"factory" or keyword:"hamlet" or keyword:"tree" or keyword:"extensive" or keyword:"p.house" or keyword:"soil")	10	RSH RSH2 RSH2-21 Traditional
忠		loyal										1790	1941	deck:current tag:RSH is:suspended (hanzi:忠 or keyword:"p.walking stick" or keyword:"mouth" or keyword:"middle" or keyword:"heart")	8	RSH RSH2 RSH2-21 SameSimpTrad
恕		pardon (v.)										1791	1942	deck:current tag:RSH is:suspended (hanzi:恕 or keyword:"mouth" or keyword:"be like" or keyword:"heart" or keyword:"woman")	10	RSH RSH2 RSH2-21 SameSimpTrad
惑		be bewildered										1792	1943	deck:current tag:RSH is:suspended (hanzi:惑 or keyword:"one" or keyword:"mouth" or keyword:"gate" or keyword:"halberd" or keyword:"ear" or keyword:"p.arrow" or keyword:"or" or keyword:"hear")	12	RSH RSH2 RSH2-21 SameSimpTrad
愈		more and more										1793	1944	deck:current tag:RSH is:suspended (hanzi:愈 or keyword:"one" or keyword:"heart" or keyword:"p.meeting" or keyword:"p.slaughterhouse" or keyword:"month" or keyword:"p.butcher" or keyword:"sword" or keyword:"p.umbrella")	13	RSH RSH2 RSH2-21 SameSimpTrad
惠		favor (n.)										1794	1945	deck:current tag:RSH is:suspended (hanzi:惠 or keyword:"one" or keyword:"insect" or keyword:"day" or keyword:"heart")	12	RSH RSH2 RSH2-21 SameSimpTrad
忌		shun										1795	1946	deck:current tag:RSH is:suspended (hanzi:忌 or keyword:"self" or keyword:"heart")	7	RSH RSH2 RSH2-21 SameSimpTrad
患		troubles										1796	1947	deck:current tag:RSH is:suspended (hanzi:患 or keyword:"p.walking stick" or keyword:"mouth" or keyword:"string together" or keyword:"heart")	11	RSH RSH2 RSH2-21 SameSimpTrad
惹		provoke										1797	1948	deck:current tag:RSH is:suspended (hanzi:惹 or keyword:"p.flower" or keyword:"ten" or keyword:"mouth" or keyword:"as if" or keyword:"heart" or keyword:"p.by one's side" or keyword:"right" or keyword:"p.disneyland")	12	RSH RSH2 RSH2-21 SameSimpTrad
恒	恆	permanent										1798	1949	deck:current tag:RSH is:suspended (hanzi:恒 or keyword:"one" or keyword:"heart" or keyword:"day" or keyword:"daybreak" or keyword:"proclaim" or keyword:"p.house")	9	RSH RSH2 RSH2-21 Traditional
悟		realize										1799	1950	deck:current tag:RSH is:suspended (hanzi:悟 or keyword:"heart" or keyword:"mouth" or keyword:"five" or keyword:"i (literary)")	10	RSH RSH2 RSH2-21 SameSimpTrad
悼		mourn										1800	1951	deck:current tag:RSH is:suspended (hanzi:悼 or keyword:"ten" or keyword:"heart" or keyword:"day" or keyword:"p.a drop of" or keyword:"early" or keyword:"p.walking stick" or keyword:"eminent" or keyword:"divination")	11	RSH RSH2 RSH2-21 SameSimpTrad
惧	懼	be frightened										1801	1952	deck:current tag:RSH is:suspended (hanzi:惧 or keyword:"p.animal legs" or keyword:"one" or keyword:"heart" or keyword:"p.tool")	11	RSH RSH2 RSH2-21 Traditional
慎		prudent										1802	1953	deck:current tag:RSH is:suspended (hanzi:慎 or keyword:"ten" or keyword:"one" or keyword:"heart" or keyword:"p.animal legs" or keyword:"eye" or keyword:"p.tool" or keyword:"true" or keyword:"straight")	13	RSH RSH2 RSH2-21 SameSimpTrad
惰		indolent										1803	1954	deck:current tag:RSH is:suspended (hanzi:惰 or keyword:"ten" or keyword:"heart" or keyword:"work (n.)" or keyword:"left" or keyword:"month" or keyword:"p.by one's side")	12	RSH RSH2 RSH2-21 SameSimpTrad
恢		immense										1804	1955	deck:current tag:RSH is:suspended (hanzi:恢 or keyword:"p.by one's side" or keyword:"ashes" or keyword:"heart" or keyword:"ten" or keyword:"fire")	9	RSH RSH2 RSH2-21 SameSimpTrad
惶		fearful										1805	1956	deck:current tag:RSH is:suspended (hanzi:惶 or keyword:"heart" or keyword:"day" or keyword:"emperor" or keyword:"p.a drop of" or keyword:"king" or keyword:"white")	12	RSH RSH2 RSH2-21 SameSimpTrad
忆	憶	recall (v.)										1806	1957	deck:current tag:RSH is:suspended (hanzi:忆 or keyword:"second" or keyword:"heart")	4	RSH RSH2 RSH2-21 Traditional
悄		noiseless										1807	1958	deck:current tag:RSH is:suspended (hanzi:悄 or keyword:"month" or keyword:"heart" or keyword:"p.a drop of" or keyword:"small" or keyword:"resemble")	10	RSH RSH2 RSH2-21 SameSimpTrad
恍		all of a sudden										1808	1959	deck:current tag:RSH is:suspended (hanzi:恍 or keyword:"ray" or keyword:"heart" or keyword:"p.a drop of" or keyword:"small" or keyword:"youngster")	9	RSH RSH2 RSH2-21 SameSimpTrad
恰		just right										1809	1960	deck:current tag:RSH is:suspended (hanzi:恰 or keyword:"one" or keyword:"heart" or keyword:"p.meeting" or keyword:"fit (v.)" or keyword:"mouth" or keyword:"p.umbrella")	9	RSH RSH2 RSH2-21 SameSimpTrad
愉		overjoyed										1810	1961	deck:current tag:RSH is:suspended (hanzi:愉 or keyword:"one" or keyword:"heart" or keyword:"p.meeting" or keyword:"p.slaughterhouse" or keyword:"month" or keyword:"p.butcher" or keyword:"sword" or keyword:"p.umbrella")	12	RSH RSH2 RSH2-21 SameSimpTrad
怔		terror stricken										1811	1962	deck:current tag:RSH is:suspended (hanzi:怔 or keyword:"one" or keyword:"heart" or keyword:"stop (v.)" or keyword:"correct")	8	RSH RSH2 RSH2-21 SameSimpTrad
怖		be scared of										1812	1963	deck:current tag:RSH is:suspended (hanzi:怖 or keyword:"p.by one's side" or keyword:"ten" or keyword:"heart" or keyword:"cloth" or keyword:"towel")	8	RSH RSH2 RSH2-21 SameSimpTrad
慌		nervous										1813	1964	deck:current tag:RSH is:suspended (hanzi:慌 or keyword:"p.flower" or keyword:"deceased" or keyword:"heart" or keyword:"mango" or keyword:"wasteland" or keyword:"second" or keyword:"p.top hat" or keyword:"stream")	12	RSH RSH2 RSH2-21 SameSimpTrad
愣		dumbfounded										1814	1965	deck:current tag:RSH is:suspended (hanzi:愣 or keyword:"sword" or keyword:"heart" or keyword:"p.sheaf" or keyword:"net" or keyword:"direction" or keyword:"p.top hat" or keyword:"p.hood")	12	RSH RSH2 RSH2-21 SameSimpTrad
悦	悅	delighted										1815	1966	deck:current tag:RSH is:suspended (hanzi:悦 or keyword:"heart" or keyword:"elder brother" or keyword:"mouth" or keyword:"p.horns" or keyword:"convert" or keyword:"youngster")	10	RSH RSH2 RSH2-21 Traditional
憎		loathe										1816	1967	deck:current tag:RSH is:suspended (hanzi:憎 or keyword:"rice field" or keyword:"heart" or keyword:"day" or keyword:"p.horns" or keyword:"formerly")	15	RSH RSH2 RSH2-21 SameSimpTrad
惟		thinking										1817	1968	deck:current tag:RSH is:suspended (hanzi:惟 or keyword:"p.turkey" or keyword:"heart")	11	RSH RSH2 RSH2-21 SameSimpTrad
悔		be sorry about										1818	1969	deck:current tag:RSH is:suspended (hanzi:悔 or keyword:"heart" or keyword:"p.a drop of" or keyword:"mother" or keyword:"every" or keyword:"woman" or keyword:"p.reclining")	10	RSH RSH2 RSH2-21 SameSimpTrad
慕		admire										1819	1970	deck:current tag:RSH is:suspended (hanzi:慕 or keyword:"p.flower" or keyword:"nobody" or keyword:"day" or keyword:"heart" or keyword:"large")	14	RSH RSH2 RSH2-21 SameSimpTrad
添		augment										1820	1971	deck:current tag:RSH is:suspended (hanzi:添 or keyword:"heavens" or keyword:"one" or keyword:"heart" or keyword:"water" or keyword:"large")	11	RSH RSH2 RSH2-21 SameSimpTrad
媳		daughter-in-law										1821	1972	deck:current tag:RSH is:suspended (hanzi:媳 or keyword:"heart" or keyword:"p.a drop of" or keyword:"oneself" or keyword:"breath" or keyword:"eye" or keyword:"woman")	13	RSH RSH2 RSH2-21 SameSimpTrad
熄		put out										1822	1973	deck:current tag:RSH is:suspended (hanzi:熄 or keyword:"heart" or keyword:"p.a drop of" or keyword:"fire" or keyword:"oneself" or keyword:"breath" or keyword:"eye")	14	RSH RSH2 RSH2-21 SameSimpTrad
泌		secrete										1823	1974	deck:current tag:RSH is:suspended (hanzi:泌 or keyword:"heart" or keyword:"certainly" or keyword:"water")	8	RSH RSH2 RSH2-21 SameSimpTrad
瑟		Chinese harp										1824	1975	deck:current tag:RSH is:suspended (hanzi:瑟 or keyword:"king" or keyword:"certainly" or keyword:"heart")	13	RSH RSH2 RSH2-21 SameSimpTrad
蜜		honey										1825	1976	deck:current tag:RSH is:suspended (hanzi:蜜 or keyword:"heart" or keyword:"certainly" or keyword:"insect" or keyword:"p.sow" or keyword:"house" or keyword:"p.house")	14	RSH RSH2 RSH2-21 SameSimpTrad
p.我		p.miser										v2p75	1977		7	Primitive RSH RSH2 RSH2-22
蛾		moth										1826	1978	deck:current tag:RSH is:suspended (hanzi:蛾 or keyword:"p.miser" or keyword:"halberd" or keyword:"insect" or keyword:"i" or keyword:"p.arrow" or keyword:"hand")	13	RSH RSH2 RSH2-22 SameSimpTrad
扒		pick pockets (v.)										1827	1979	deck:current tag:RSH is:suspended (hanzi:扒 or keyword:"hand" or keyword:"p.fingers" or keyword:"eight")	5	RSH RSH2 RSH2-22 SameSimpTrad
扣		button (n./v.)										1828	1980	deck:current tag:RSH is:suspended (hanzi:扣 or keyword:"hand" or keyword:"p.fingers" or keyword:"mouth")	6	RSH RSH2 RSH2-22 SameSimpTrad
拍		racquet										1829	1981	deck:current tag:RSH is:suspended (hanzi:拍 or keyword:"white" or keyword:"hand" or keyword:"p.fingers" or keyword:"p.a drop of" or keyword:"day")	8	RSH RSH2 RSH2-22 SameSimpTrad
啪		clapping sound										1830	1982	deck:current tag:RSH is:suspended (hanzi:啪 or keyword:"mouth" or keyword:"day" or keyword:"p.a drop of" or keyword:"hand" or keyword:"racquet" or keyword:"p.fingers" or keyword:"white")	11	RSH RSH2 RSH2-22 SameSimpTrad
扑	撲	pounce on										1831	1983	deck:current tag:RSH is:suspended (hanzi:扑 or keyword:"p.walking stick" or keyword:"hand" or keyword:"p.fingers" or keyword:"divination" or keyword:"p.a drop of")	5	RSH RSH2 RSH2-22 Traditional
