频	頻	Repeatedly	{pín,bīn}	视频	shì pín	video		tần suất, cao tần		tần		382	414	deck:current tag:RSH is:suspended (hanzi:频 or keyword:"one" or keyword:"stop (v.)" or keyword:"footstep" or keyword:"p.a drop of" or keyword:"p.animal legs" or keyword:"small" or keyword:"eye" or keyword:"few" or keyword:"page" or keyword:"shellfish")	13	RSH RSH1 RSH1-17 Traditional Traditional-easy-to-learn Traditional-element-shellfish
肯		Agree	kěn	肯定	kěn dìng	definitely		khẳng định		khẳng		383	415	deck:current tag:RSH is:suspended (hanzi:肯 or keyword:"month" or keyword:"stop (v.)")	8	RSH RSH1 RSH1-17 SameSimpTrad
企		Look forward to	qǐ	企业	qǐ yè	firm		xí vọng, xí nghiệp		xí		384	416	deck:current tag:RSH is:suspended (hanzi:企 or keyword:"stop (v.)" or keyword:"p.umbrella")	6	RSH RSH1 RSH1-17 SameSimpTrad
武		Military	wǔ	武汉	Wǔ hàn	Wuhan		võ tướng		võ, vũ		385	417	deck:current tag:RSH is:suspended (hanzi:武 or keyword:"one" or keyword:"p.arrow" or keyword:"stop (v.)")	8	RSH RSH1 RSH1-17 SameSimpTrad
赋	賦	Levy (n.)	fù	天赋	tiān fù	innate skill		thiên phú		phú		386	418	deck:current tag:RSH is:suspended (hanzi:赋 or keyword:"one" or keyword:"stop (v.)" or keyword:"military" or keyword:"p.animal legs" or keyword:"eye" or keyword:"p.arrow" or keyword:"shellfish")	12	RSH RSH1 RSH1-17 Traditional Traditional-easy-to-learn Traditional-element-shellfish
正		Correct	{zhèng,zhēng}	正在	zhèng zài	just at (that time), right in (that place)		bát chánh đạo, bất chính, chính bổn, chính danh, quang minh chính đại, chính trực, chân chính		chính, chánh		387	419	deck:current tag:RSH is:suspended (hanzi:正 or keyword:"one" or keyword:"stop (v.)")	5	RSH RSH1 RSH1-17 SameSimpTrad
证	證	Evidence	zhèng	保证&nbsp;	bǎo zhèng	guarantee, to guarantee		bằng chứng		chứng		388	420	deck:current tag:RSH is:suspended (hanzi:证 or keyword:"say" or keyword:"correct" or keyword:"stop (v.)" or keyword:"one" or keyword:"mouth" or keyword:"two" or keyword:"p.top hat")	7	RSH RSH1 RSH1-17 Traditional
政		Politics	{zhèng,zhēng}	政策	zhèng cè	policy				chính		389	421	deck:current tag:RSH is:suspended (hanzi:政 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"p.taskmaster")	8	RSH RSH1 RSH1-17 SameSimpTrad
p.<img src="rsh-mending.jpg">		p.Mending										v1p157	422		5	Primitive PrimitiveImage RSH RSH1 RSH1-17
定		Settle on	dìng	一定	yī dìng	surely		an định, định kiến, khẳng định, định lý, định lượng		định		390	423	deck:current tag:RSH is:suspended (hanzi:定 or keyword:"p.house" or keyword:"correct" or keyword:"stop (v.)" or keyword:"p.mending" or keyword:"one")	8	RSH RSH1 RSH1-17 SameSimpTrad
走		Walk	zǒu	走进	zǒu jìn	to enter				tẩu		391	424	deck:current tag:RSH is:suspended (hanzi:走 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"p.mending" or keyword:"soil")	7	FSI-StandardChinese-ORN1 RSH RSH1 RSH1-17 SameSimpTrad
超		Transcend	{chāo,chǎo,chào,tiào}	超市	chāo shì	supermarket		cao siêu, siêu nhiên, siêu phàm, siêu nhân		siêu		392	425	deck:current tag:RSH is:suspended (hanzi:超 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"sword" or keyword:"summon" or keyword:"walk" or keyword:"soil" or keyword:"mouth" or keyword:"p.mending")	12	RSH RSH1 RSH1-17 SameSimpTrad
越		Surpass	{yuè,huó}	超越	chāo yuè	to surpass, to exceed		đại việt, siêu việt		việt		393	426	deck:current tag:RSH is:suspended (hanzi:越 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"halberd" or keyword:"walk" or keyword:"p.arrow" or keyword:"p.parade" or keyword:"soil" or keyword:"p.mending")	12	RSH RSH1 RSH1-17 SameSimpTrad
是		Be	<span class="tone4">shì</span><!--shi-->							thị		394	427	deck:current tag:RSH is:suspended (hanzi:是 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"day" or keyword:"p.mending")	9	FSI-StandardChinese-ORN1 RSH RSH1 RSH1-17 SameSimpTrad
题	題	Topic	{tí,dì}	问题	wèn tí	question, problem				chủ đề, vấn đề		395	428	deck:current tag:RSH is:suspended (hanzi:题 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"day" or keyword:"p.a drop of" or keyword:"p.animal legs" or keyword:"be" or keyword:"eye" or keyword:"page" or keyword:"shellfish" or keyword:"p.mending")	15	RSH RSH1 RSH1-17 Traditional Traditional-easy-to-learn Traditional-element-shellfish
p.廴		p.Stretch										v1p159	429		2	Primitive RSH RSH1 RSH1-17
延		Prolong	yán	延长	yán cháng	to prolong		duyên trường		duyên		396	430	deck:current tag:RSH is:suspended (hanzi:延 or keyword:"stop (v.)" or keyword:"p.stretch" or keyword:"p.road")	7	RSH RSH1 RSH1-17 SameSimpTrad
诞	誕	Nativity	dàn	圣诞节	Shèng dàn jié	Christmas		thánh đản tiết (Christmas)		đản		397	431	deck:current tag:RSH is:suspended (hanzi:诞 or keyword:"say" or keyword:"mouth" or keyword:"stop (v.)" or keyword:"one" or keyword:"two" or keyword:"p.stretch" or keyword:"p.road" or keyword:"prolong" or keyword:"p.top hat")	8	RSH RSH1 RSH1-17 Traditional Traditional-easy-to-learn Traditional-element-say
p.聿		p.brush								duật		v1p160-1	432		6	Primitive RSH RSH1 RSH1-17
建		Build	jiàn	建议	jiàn yì	to propose		kiến tạo, phong kiến		kiến		398	433	deck:current tag:RSH is:suspended (hanzi:建 or keyword:"p.stretch" or keyword:"p.brush" or keyword:"p.road")	9	RSH RSH1 RSH1-17 SameSimpTrad
p.疋		p.Zoo								sơ		v1p160-2	434			Primitive RSH RSH1 RSH1-17
楚		Clear (adj.)	chǔ	清楚	qīng <u>chǔ</u>	clear		thanh sở (rõ ràng)		sở		399	435	deck:current tag:RSH is:suspended (hanzi:楚 or keyword:"one" or keyword:"correct" or keyword:"stop (v.)" or keyword:"tree" or keyword:"p.zoo" or keyword:"woods" or keyword:"p.mending")	13	RSH RSH1 RSH1-17 SameSimpTrad
衣		Clothing	yī	衣服	yī fu	clothes				y		400	436	deck:current tag:RSH is:suspended (hanzi:衣 or keyword:"p.top hat")	6	RSH RSH1 RSH1-18 SameSimpTrad
裁		Tailor (v.)	cái	独裁	dú cái	dictatorship		tài chiến y (may áo chiến), trọng tài		tài		401	437	deck:current tag:RSH is:suspended (hanzi:裁 or keyword:"clothing" or keyword:"halberd" or keyword:"p.arrow" or keyword:"p.thanksgiving" or keyword:"p.top hat" or keyword:"soil")	12	RSH RSH1 RSH1-18 SameSimpTrad
装	裝	Attire	zhuāng	服装	fú zhuāng	clothing		vũ trang, phục trang, nguỵ trang		trang		402	438	deck:current tag:RSH is:suspended (hanzi:装 or keyword:"p.top hat" or keyword:"clothing" or keyword:"portent" or keyword:"soldier" or keyword:"robust")	12	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-portent
哀		Grief	āi	哀愁	āi chóu	sorrow		ai oán		ai		403	439	deck:current tag:RSH is:suspended (hanzi:哀 or keyword:"p.top hat" or keyword:"clothing" or keyword:"mouth")	9	RSH RSH1 RSH1-18 SameSimpTrad
袁		Yuan	yuán	袁世凯	Yuán Shì kǎi	Viên Thế Khải		Viên Thế Khải		Viên		404	440	deck:current tag:RSH is:suspended (hanzi:袁 or keyword:"p.top hat" or keyword:"mouth" or keyword:"p.lidded crock" or keyword:"clothing" or keyword:"soil")	10	RSH RSH1 RSH1-18 SameSimpTrad
初		Elementary	chū	初等	chū děng	elementary		cổ sơ, sơ bộ		sơ		405	441	deck:current tag:RSH is:suspended (hanzi:初 or keyword:"p.top hat" or keyword:"clothing" or keyword:"sword")	7	RSH RSH1 RSH1-18 SameSimpTrad
补	補	Patch (v.)	bǔ	补充	bǔ chōng	to replenish		tu bổ		bổ		406	442	deck:current tag:RSH is:suspended (hanzi:补 or keyword:"p.top hat" or keyword:"clothing" or keyword:"divination" or keyword:"p.a drop of" or keyword:"p.walking stick")	8	RSH RSH1 RSH1-18 Traditional
衬	襯	Inner Garments	chèn	衬衣	chèn yī	shirt				sấn		407	443	deck:current tag:RSH is:suspended (hanzi:衬 or keyword:"ten" or keyword:"chinese inch" or keyword:"clothing" or keyword:"p.a drop of" or keyword:"p.top hat")	9	RSH RSH1 RSH1-18 Traditional
农	農	Agriculture	nóng	农业	nóng yè	agriculture		nông nghiệp, nông cụ, nông thôn		nông		408	444	deck:current tag:RSH is:suspended (hanzi:农 or keyword:"p.top hat" or keyword:"clothing" or keyword:"p.crown")	6	RSH RSH1 RSH1-18 Traditional
浓	濃	Concentrated	nóng	浓度	nóng dù	density		nùng mặc (mực đậm)		nùng		409	445	deck:current tag:RSH is:suspended (hanzi:浓 or keyword:"p.top hat" or keyword:"clothing" or keyword:"p.crown" or keyword:"water" or keyword:"agriculture")	9	RSH RSH1 RSH1-18 Traditional
巾		Towel	jīn	毛巾	máo jīn	towel		mao cân (khăn lông)		cân		410	446	deck:current tag:RSH is:suspended (hanzi:巾)	3	RSH RSH1 RSH1-18 SameSimpTrad
帅	帥	Commander	{shuài,shuò}	帅哥	shuài gē	handsome guy		nguyên soái		soái		411	447	deck:current tag:RSH is:suspended (hanzi:帅 or keyword:"sword" or keyword:"towel")	5	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-commander
师	師	Teacher	shī	老师	lǎo shī	teacher		đại sư, giáo sư, thái sư		sư		412	448	deck:current tag:RSH is:suspended (hanzi:师 or keyword:"one" or keyword:"sword" or keyword:"commander" or keyword:"towel")	6	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-commander
狮	獅	Lion	shī	狮子	shī zi	lion		sư tử		sư		413	449	deck:current tag:RSH is:suspended (hanzi:狮 or keyword:"sword" or keyword:"commander" or keyword:"large" or keyword:"p.a drop of" or keyword:"one" or keyword:"teacher" or keyword:"pooch" or keyword:"towel")	9	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-commander
布		Cloth	bù	公布	gōng bù	to announce, to make public		miên bố (vải bông), bố trí		bố		414	450	deck:current tag:RSH is:suspended (hanzi:布 or keyword:"p.by one's side" or keyword:"ten" or keyword:"towel")	5	RSH RSH1 RSH1-18 SameSimpTrad
帜	幟	Streamer	zhì	旗帜	qí zhì	flag		kỳ xí		xí		415	451	deck:current tag:RSH is:suspended (hanzi:帜 or keyword:"p.animal legs" or keyword:"mouth" or keyword:"only" or keyword:"towel")	8	RSH RSH1 RSH1-18 Traditional
帽		Hat	mào	帽子	mào zi	hat, cap		cao mạo		mạo		416	452	deck:current tag:RSH is:suspended (hanzi:帽 or keyword:"one" or keyword:"two" or keyword:"eye" or keyword:"risk (v.)" or keyword:"p.hood" or keyword:"towel")	12	RSH RSH1 RSH1-18 SameSimpTrad
幕		Curtain	mù	开幕	kāi mù	to open (a conference)		bế mạc, khai mạc		mạc		417	453	deck:current tag:RSH is:suspended (hanzi:幕 or keyword:"p.flower" or keyword:"nobody" or keyword:"day" or keyword:"large" or keyword:"towel")	14	RSH RSH1 RSH1-18 SameSimpTrad
p.帛		p.White towel								bạch		v1p166	454		8	Primitive RSH RSH1 RSH1-18
棉		Cotton	mián	棉布	mián bù	cotton cloth		miên bố		miên		418	455	deck:current tag:RSH is:suspended (hanzi:棉 or keyword:"p.white towel" or keyword:"day" or keyword:"p.a drop of" or keyword:"tree" or keyword:"white" or keyword:"towel")	12	RSH RSH1 RSH1-18 SameSimpTrad
市		Market	shì	城市	chéng shì	city		đô thị, thành thị, thị thành, thị chính		thị		419	456	deck:current tag:RSH is:suspended (hanzi:市 or keyword:"p.top hat" or keyword:"towel")	5	RSH RSH1 RSH1-18 SameSimpTrad
肺		Lungs	{fèi,pèi}	肺炎	fèi yán	pneumonia		phế viêm		phế		420	457	deck:current tag:RSH is:suspended (hanzi:肺 or keyword:"month" or keyword:"market" or keyword:"towel" or keyword:"p.top hat")	8	mistake RSH RSH1 RSH1-18 SameSimpTrad
p.<img src="rsh-apron.jpg">		p.Apron										v1p167	458		5	Primitive PrimitiveImage RSH RSH1 RSH1-18
带	帶	Sash	dài	热带	rè dài	the tropics		ôn đới		đới		421	459	deck:current tag:RSH is:suspended (hanzi:带 or keyword:"one" or keyword:"p.apron" or keyword:"p.a drop of" or keyword:"small" or keyword:"p.crown" or keyword:"towel")	9	RSH RSH1 RSH1-18 Traditional
滞	滯	Stagnant	zhì	停滞	tíng zhì	stagnation				trệ		422	460	deck:current tag:RSH is:suspended (hanzi:滞 or keyword:"one" or keyword:"p.apron" or keyword:"p.a drop of" or keyword:"sash" or keyword:"small" or keyword:"p.crown" or keyword:"water" or keyword:"towel")	12	RSH RSH1 RSH1-18 Traditional
p.<img src="rsh-belt.jpg">		p.Belt										V1p168-1	461		2	Primitive PrimitiveImage RSH RSH1 RSH1-18
p.朿		p.Thorn								thứ		V1p168-2	462		6	Primitive RSH RSH1 RSH1-18
刺		Thorn	{cì,qì}	刺激	cì jī	to stimulate, to provoke		thứ sử, kích thích, thích khách		thứ, thích		423	463	deck:current tag:RSH is:suspended (hanzi:刺 or keyword:"tree" or keyword:"p.belt" or keyword:"sword" or keyword:"p.thorn" or keyword:"towel")	8	RSH RSH1 RSH1-18 SameSimpTrad
制	製	System	zhì	制作	zhì zuò	to make, to manufacture		chế độ, chế tác, chế tài, định chế		chế		424	464	deck:current tag:RSH is:suspended (hanzi:制 or keyword:"sword" or keyword:"cow" or keyword:"p.belt" or keyword:"towel")	8	RSH RSH1 RSH1-18 SameSimpTrad Traditional
雨		Rain	{yǔ,yù}	雷雨	léi yǔ	thunderstorm				vũ		425	465	deck:current tag:RSH is:suspended (hanzi:雨)	8	RSH RSH1 RSH1-18 SameSimpTrad
雷		Thunder	{léi,lèi}	雷人	léi rén	(Internet slang) shocking				lôi		426	466	deck:current tag:RSH is:suspended (hanzi:雷 or keyword:"rain" or keyword:"rice field")	13	RSH RSH1 RSH1-18 SameSimpTrad
霜		Frost	shuāng	风霜	fēng shuāng	wind and frost, (fig.) hardship				sương		427	467	deck:current tag:RSH is:suspended (hanzi:霜 or keyword:"rain" or keyword:"eye" or keyword:"tree" or keyword:"one another")	17	RSH RSH1 RSH1-18 SameSimpTrad
云	雲	Cloud	yún	云南	Yún nán	Yunnan				vân		428	468	deck:current tag:RSH is:suspended (hanzi:云)	4	RSH RSH1 RSH1-18 Traditional
运	運	Carry	yùn	运动	yùn dòng	to move, to exercise				vận		429	469	deck:current tag:RSH is:suspended (hanzi:运 or keyword:"cloud" or keyword:"p.road")	8	RSH RSH1 RSH1-18 Traditional
p.冫		p.Ice								băng		v1p170	470		2	Primitive RSH RSH1 RSH1-18
冰		Ice	bīng,níng	冰箱	bīng xiāng	refrigerator				băng		430	471	deck:current tag:RSH is:suspended (hanzi:冰 or keyword:"p.ice" or keyword:"water")	6	FSI-StandardChinese-ORN1 RSH RSH1 RSH1-18 SameSimpTrad
况	況	Situation	kuàng	情况	qíng kuàng	situation		tình huống		huống		431	472	deck:current tag:RSH is:suspended (hanzi:况 or keyword:"youngster" or keyword:"mouth" or keyword:"p.ice" or keyword:"elder brother" or keyword:"water")	7	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-ice
冲	衝	Collide	chōng	冲突	chōng tū	conflict		xung thiên		xung		432	473	deck:current tag:RSH is:suspended (hanzi:冲 or keyword:"p.walking stick" or keyword:"mouth" or keyword:"middle" or keyword:"p.ice" or keyword:"water")	6	RSH RSH1 RSH1-18 Traditional
减	減	Reduce	jiǎn	减速	jiǎn sù	to slow down				giảm		433	474	deck:current tag:RSH is:suspended (hanzi:减 or keyword:"one" or keyword:"mouth" or keyword:"p.ice" or keyword:"halberd" or keyword:"p.arrow" or keyword:"p.parade" or keyword:"p.march" or keyword:"salty" or keyword:"water")	11	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-ice
凉	涼	Cool	{liáng,liàng}	凉水	liáng shuǐ	cool water				lương, lượng		434	475	deck:current tag:RSH is:suspended (hanzi:凉 or keyword:"mouth" or keyword:"p.ice" or keyword:"p.a drop of" or keyword:"capital" or keyword:"small" or keyword:"water" or keyword:"p.top hat" or keyword:"tall" or keyword:"p.hood")	10	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-ice
冬		Winter	dōng	冬季	dōng jì	winter				đông		435	476	deck:current tag:RSH is:suspended (hanzi:冬 or keyword:"p.walking legs" or keyword:"p.ice" or keyword:"water")	5	RSH RSH1 RSH1-18 SameSimpTrad
天		Heavens	tiān	今天	jīn tiān	today				thiên		436	477	deck:current tag:RSH is:suspended (hanzi:天 or keyword:"one" or keyword:"large")	4	RSH RSH1 RSH1-18 SameSimpTrad
吴	吳	Wu	wú							Ngô		437	478	deck:current tag:RSH is:suspended (hanzi:吴 or keyword:"heavens" or keyword:"one" or keyword:"mouth" or keyword:"large")	7	RSH RSH1 RSH1-18 Traditional
娱	娛	Amusement	yú	娱乐	yú lè	amusement		ngu lạc		ngu		438	479	deck:current tag:RSH is:suspended (hanzi:娱 or keyword:"one" or keyword:"mouth" or keyword:"large" or keyword:"heavens" or keyword:"woman" or keyword:"wu")	10	RSH RSH1 RSH1-18 Traditional
误	誤	Error	wù	错误	cuò <u>wù</u>	error				ngộ		439	480	deck:current tag:RSH is:suspended (hanzi:误 or keyword:"say" or keyword:"mouth" or keyword:"large" or keyword:"one" or keyword:"heavens" or keyword:"two" or keyword:"wu" or keyword:"p.top hat")	9	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-say
夭		Die young	{yāo,wò,wāi,yǎo}	夭亡	yāo wáng	to die young				yểu		440	481	deck:current tag:RSH is:suspended (hanzi:夭 or keyword:"large" or keyword:"p.a drop of")	4	RSH RSH1 RSH1-18 SameSimpTrad
乔	喬	Pretend	qiáo	乔装	qiáo zhuāng	to pretend, to disguish oneself		kiều trang, kiều mạch		kiều		441	482	deck:current tag:RSH is:suspended (hanzi:乔 or keyword:"p.crutches" or keyword:"die young" or keyword:"large" or keyword:"p.a drop of")	6	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-pretend
桥	橋	Bridge	qiáo	桥梁	qiáo liáng	bridge				kiều		442	483	deck:current tag:RSH is:suspended (hanzi:桥 or keyword:"p.crutches" or keyword:"large" or keyword:"p.a drop of" or keyword:"tree" or keyword:"die young" or keyword:"pretend")	10	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-pretend
娇	嬌	Attractive	jiāo	娇艳	<u>jiāo</u> yàn	tender and beautiful		kiều diễm		kiều		443	484	deck:current tag:RSH is:suspended (hanzi:娇 or keyword:"p.crutches" or keyword:"large" or keyword:"p.a drop of" or keyword:"die young" or keyword:"woman" or keyword:"pretend")	9	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-pretend
立		Standing up	{lì,wèi}	建立	jiàn lì	to establish		kiến lập, công lập		lập		444	485	deck:current tag:RSH is:suspended (hanzi:立)	5	RSH RSH1 RSH1-18 SameSimpTrad
泣		Weep	{qì,lì,sè}	哭泣	kū qì	to weep				khấp		445	486	deck:current tag:RSH is:suspended (hanzi:泣 or keyword:"standing up" or keyword:"water")	8	RSH RSH1 RSH1-18 SameSimpTrad
站		Station	{zhàn,zhān}	站立	zhàn lì	standing				trạm		446	487	deck:current tag:RSH is:suspended (hanzi:站 or keyword:"tell fortunes" or keyword:"mouth" or keyword:"p.a drop of" or keyword:"standing up" or keyword:"p.walking stick" or keyword:"divination")	10	RSH RSH1 RSH1-18 SameSimpTrad
章		Chapter	{zhāng,zhàng}	文章	wén zhāng	article				chương		447	488	deck:current tag:RSH is:suspended (hanzi:章 or keyword:"early" or keyword:"ten" or keyword:"standing up" or keyword:"day")	11	RSH RSH1 RSH1-18 SameSimpTrad
竞	競	Compete	jìng	竞争	<u>jìng</u> zhēng	to compete		cạnh tranh		cạnh		448	489	deck:current tag:RSH is:suspended (hanzi:竞 or keyword:"standing up" or keyword:"mouth" or keyword:"elder brother" or keyword:"youngster")	10	RSH RSH1 RSH1-18 Traditional
帝		Sovereign	dì	帝国	dì guó	empire				đế		449	490	deck:current tag:RSH is:suspended (hanzi:帝 or keyword:"standing up" or keyword:"towel" or keyword:"p.apron" or keyword:"p.crown")	9	RSH RSH1 RSH1-18 SameSimpTrad
童		Juvenile (n.)	{tóng,zhōng}	儿童	ér tóng	child		đồng tử, nhi đồng		đồng		450	491	deck:current tag:RSH is:suspended (hanzi:童 or keyword:"rice field" or keyword:"standing up" or keyword:"li" or keyword:"soil")	12	RSH RSH1 RSH1-18 SameSimpTrad
商		Salesman	shāng	商业	shāng yè	business		thương gia, thương điếm, thương nhân, thương mại, thương phẩm, thương hội		thương		451	492	deck:current tag:RSH is:suspended (hanzi:商 or keyword:"p.animal legs" or keyword:"standing up" or keyword:"p.hood" or keyword:"mouth")	11	RSH RSH1 RSH1-18 SameSimpTrad
p.啇		p.Antique										v1p175	493		11	Primitive RSH RSH1 RSH1-18
滴		Drip (v.)	dī	点点滴滴	diǎn diǎn dī dī	bit by bit		thuỷ tích, vũ tích (giọt mưa)		tích		452	494	deck:current tag:RSH is:suspended (hanzi:滴 or keyword:"ten" or keyword:"mouth" or keyword:"ancient" or keyword:"standing up" or keyword:"water" or keyword:"p.hood" or keyword:"p.antique")	14	RSH RSH1 RSH1-18 SameSimpTrad
匕		Ancient Spoon	bǐ							chuỷ		453	495	deck:current tag:RSH is:suspended (hanzi:匕)	2	FSI-StandardChinese-ORN1 RSH RSH1 RSH1-18 SameSimpTrad
北		North	{běi,bèi}	北京	Běi jīng	Beijing				bắc		454	496	deck:current tag:RSH is:suspended (hanzi:北 or keyword:"ancient spoon")	5	RSH RSH1 RSH1-18 SameSimpTrad
背		Back (n.)	{bèi,bēi}	背景	bèi jǐng	background				bội		455	497	deck:current tag:RSH is:suspended (hanzi:背 or keyword:"month" or keyword:"ancient spoon" or keyword:"north")	9	RSH RSH1 RSH1-18 SameSimpTrad
比		Compare	{bǐ,bì,pí,pǐ}	比较	bǐ jiào	to compare		tỉ giảo (so sánh)		bì, bí, bỉ, tỉ, tỵ, tỷ		456	498	deck:current tag:RSH is:suspended (hanzi:比 or keyword:"ancient spoon")	4	RSH RSH1 RSH1-18 SameSimpTrad
昆		Descendants	{kūn,hùn}	昆明	Kūn míng	Kunming		côn trùng		côn		457	499	deck:current tag:RSH is:suspended (hanzi:昆 or keyword:"ancient spoon" or keyword:"day" or keyword:"compare")	8	RSH RSH1 RSH1-18 SameSimpTrad
混		Mix (v.)	{hùn,hǔn,hún,gǔn,kūn}	混杂	hùn zá	to mix, to mingle		hỗn hợp		hỗn		458	500	deck:current tag:RSH is:suspended (hanzi:混 or keyword:"ancient spoon" or keyword:"compare" or keyword:"day" or keyword:"water" or keyword:"descendants")	11	RSH RSH1 RSH1-18 SameSimpTrad
皆		All	jiē	妇孺皆知	fù rú jiē zhī	a household name				giai		459	501	deck:current tag:RSH is:suspended (hanzi:皆 or keyword:"white" or keyword:"day" or keyword:"ancient spoon" or keyword:"compare" or keyword:"p.a drop of")	9	RSH RSH1 RSH1-18 SameSimpTrad
此		This (literary)	cǐ	如此	rú cǐ	in this way				thử		460	502	deck:current tag:RSH is:suspended (hanzi:此 or keyword:"stop (v.)" or keyword:"ancient spoon")	6	RSH RSH1 RSH1-18 SameSimpTrad
些		Somewhat	{xiē,suò,sā}	一些	yī xiē	<span style="color: rgb(42, 50, 53);">some</span>				ta, tá		461	503	deck:current tag:RSH is:suspended (hanzi:些 or keyword:"one" or keyword:"stop (v.)" or keyword:"ancient spoon" or keyword:"this (literary)" or keyword:"two")	7	RSH RSH1 RSH1-18 SameSimpTrad
它		It	{tā,tuō}	其它	qí tā	other, the others				tha		462	504	deck:current tag:RSH is:suspended (hanzi:它 or keyword:"p.house" or keyword:"ancient spoon")	5	RSH RSH1 RSH1-18 SameSimpTrad
旨		Purpose	zhǐ	宗旨	zōng zhǐ	objective, aim, goal		bổn chỉ		chỉ		463	505	deck:current tag:RSH is:suspended (hanzi:旨 or keyword:"day" or keyword:"ancient spoon")	6	RSH RSH1 RSH1-18 SameSimpTrad
脂		Grease	{zhī,zhǐ}	油脂	yóu zhī	grease, oil		tùng chi (dầu thông)		chi		464	506	deck:current tag:RSH is:suspended (hanzi:脂 or keyword:"month" or keyword:"day" or keyword:"ancient spoon" or keyword:"purpose")	10	RSH RSH1 RSH1-18 SameSimpTrad
p.仑		p.Lifeguard										v1p178	507		4	Primitive RSH RSH1 RSH1-18
论	論	Theory	{lùn,lún}	评论	评论	to comment on		thảo luận		luận		465	508	deck:current tag:RSH is:suspended (hanzi:论 or keyword:"say" or keyword:"mouth" or keyword:"one" or keyword:"p.lifeguard" or keyword:"two" or keyword:"ancient spoon" or keyword:"p.top hat" or keyword:"p.umbrella")	6	RSH RSH1 RSH1-18 Traditional Traditional-easy-to-learn Traditional-element-say
轮	輪	Wheel	lún	轮流	lún liú	to alternate				luân		466	509	deck:current tag:RSH is:suspended (hanzi:轮 or keyword:"p.lifeguard" or keyword:"p.umbrella" or keyword:"ancient spoon" or keyword:"car")	8	RSH RSH1 RSH1-18 Traditional
p.<img src="rsh-reclining.jpg"/>		p.Reclining										v1p179	510			Primitive PrimitiveImage RSH RSH1 RSH1-18
每		Every	{měi,mèi}	每天	měi tiān	everyday				mỗi		467	511	deck:current tag:RSH is:suspended (hanzi:每 or keyword:"woman" or keyword:"mother" or keyword:"p.a drop of" or keyword:"p.reclining")	7	RSH RSH1 RSH1-18 SameSimpTrad
梅		Small Plum	méi	杨梅	yáng méi	Chinese bayberry				mai		468	512	deck:current tag:RSH is:suspended (hanzi:梅 or keyword:"p.a drop of" or keyword:"tree" or keyword:"mother" or keyword:"every" or keyword:"woman" or keyword:"p.reclining")	11	RSH RSH1 RSH1-18 SameSimpTrad
海		Sea	hǎi	海外	hǎi wài	overseas				hải		469	513	deck:current tag:RSH is:suspended (hanzi:海 or keyword:"p.a drop of" or keyword:"mother" or keyword:"every" or keyword:"woman" or keyword:"water" or keyword:"p.reclining")	10	RSH RSH1 RSH1-18 SameSimpTrad
乞		Beg	qǐ	乞食	qǐ shí	to beg for food		hành khất, khất thực		khất		470	514	deck:current tag:RSH is:suspended (hanzi:乞 or keyword:"second" or keyword:"p.reclining")	3	RSH RSH1 RSH1-18 SameSimpTrad
吃		Eat	{chī,jī}	好吃	hǎo chī	tasty				ngật		471	515	deck:current tag:RSH is:suspended (hanzi:吃 or keyword:"second" or keyword:"mouth" or keyword:"p.reclining" or keyword:"beg")	6	RSH RSH1 RSH1-18 SameSimpTrad
复	複	Duplicate (v.)	fù	恢复	huī fù	to recover		phục nguyên, khôi phục, phục hưng		phục, phức		472	516	deck:current tag:RSH is:suspended (hanzi:复 or keyword:"p.walking legs" or keyword:"day" or keyword:"p.reclining")	9	RSH RSH1 RSH1-18 SameSimpTrad Traditional
腹		Abdomen	fù	心腹	xīn fù	trusted aide		tâm phúc		phúc		473	517	deck:current tag:RSH is:suspended (hanzi:腹 or keyword:"month" or keyword:"day" or keyword:"p.walking legs" or keyword:"duplicate (v.)" or keyword:"p.reclining")	13	RSH RSH1 RSH1-18 SameSimpTrad
欠		Lack (v.)	{qiàn,quē}	欠缺	qiàn quē	deficiency		khiếm thị, khiếm thính		khiếm		474	518	deck:current tag:RSH is:suspended (hanzi:欠 or keyword:"person")	4	FSI-StandardChinese-ORN1 RSH RSH1 RSH1-18 SameSimpTrad
